eps,min_samples,Ticker,Cluster
4.687110285960703,3,SGRO.L,0
4.687110285960703,3,SHEL.L,-1
4.687110285960703,3,SMIN.L,0
4.687110285960703,3,SMT.L,0
4.687110285960703,3,SN.L,0
4.687110285960703,3,SPX.L,0
4.687110285960703,3,SSE.L,0
4.687110285960703,3,STAN.L,-1
4.687110285960703,3,STJ.L,-1
4.687110285960703,3,SVT.L,0
4.687110285960703,3,TSCO.L,0
4.687110285960703,3,ULVR.L,0
4.687110285960703,3,UU.L,0
4.687110285960703,3,VOD.L,0
4.687110285960703,3,WEIR.L,0
4.687110285960703,3,WTB.L,0
5.3369464355991045,3,AAF.L,-1
5.3369464355991045,3,AAL.L,0
5.3369464355991045,3,ABDN.L,0
5.3369464355991045,3,ABF.L,0
5.3369464355991045,3,ADM.L,0
5.3369464355991045,3,ALW.L,0
5.3369464355991045,3,ANTO.L,0
5.3369464355991045,3,AUTO.L,0
5.3369464355991045,3,AV.L,0
5.3369464355991045,3,AZN.L,0
5.3369464355991045,3,BA.L,-1
5.3369464355991045,3,BAB.L,-1
5.3369464355991045,3,BARC.L,-1
5.3369464355991045,3,BATS.L,0
5.3369464355991045,3,BBOX.L,0
5.3369464355991045,3,BEZ.L,-1
5.3369464355991045,3,BGEO.L,-1
5.3369464355991045,3,BKG.L,0
5.3369464355991045,3,BLND.L,0
5.3369464355991045,3,BNZL.L,0
5.3369464355991045,3,BP.L,-1
5.3369464355991045,3,BRBY.L,0
5.3369464355991045,3,BT-A.L,0
5.3369464355991045,3,BTRW.L,0
5.3369464355991045,3,CCEP.L,0
5.3369464355991045,3,CCH.L,0
5.3369464355991045,3,CNA.L,-1
5.3369464355991045,3,CPG.L,0
5.3369464355991045,3,CRDA.L,0
5.3369464355991045,3,CTEC.L,0
5.3369464355991045,3,DCC.L,0
5.3369464355991045,3,DGE.L,0
5.3369464355991045,3,DPLM.L,0
5.3369464355991045,3,EDV.L,0
5.3369464355991045,3,ENT.L,0
5.3369464355991045,3,EXPN.L,0
5.3369464355991045,3,FCIT.L,0
5.3369464355991045,3,FRES.L,-1
5.3369464355991045,3,GAW.L,0
5.3369464355991045,3,GLEN.L,-1
5.3369464355991045,3,GSK.L,0
5.3369464355991045,3,HLMA.L,0
5.3369464355991045,3,HSBA.L,-1
5.3369464355991045,3,HSX.L,0
5.3369464355991045,3,HWDN.L,0
5.3369464355991045,3,IAG.L,-1
5.3369464355991045,3,ICG.L,0
5.3369464355991045,3,IGG.L,0
5.3369464355991045,3,IHG.L,0
5.3369464355991045,3,III.L,-1
5.3369464355991045,3,IMB.L,0
5.3369464355991045,3,IMI.L,0
5.3369464355991045,3,INF.L,0
5.3369464355991045,3,ITRK.L,0
5.3369464355991045,3,JD.L,0
5.3369464355991045,3,KGF.L,0
5.3369464355991045,3,LAND.L,0
5.3369464355991045,3,LGEN.L,0
5.3369464355991045,3,LLOY.L,0
5.3369464355991045,3,LMP.L,0
5.3369464355991045,3,LSEG.L,0
5.3369464355991045,3,MKS.L,-1
5.3369464355991045,3,MNDI.L,0
5.3369464355991045,3,MNG.L,0
5.3369464355991045,3,MRO.L,0
5.3369464355991045,3,NG.L,0
5.3369464355991045,3,NWG.L,-1
5.3369464355991045,3,NXT.L,0
5.3369464355991045,3,PCT.L,0
5.3369464355991045,3,PRU.L,0
5.3369464355991045,3,PSH.L,0
5.3369464355991045,3,PSN.L,0
5.3369464355991045,3,PSON.L,0
5.3369464355991045,3,REL.L,0
5.3369464355991045,3,RIO.L,0
5.3369464355991045,3,RKT.L,0
5.3369464355991045,3,RMV.L,0
5.3369464355991045,3,RR.L,-1
5.3369464355991045,3,RTO.L,0
5.3369464355991045,3,SBRY.L,0
5.3369464355991045,3,SDR.L,0
5.3369464355991045,3,SGE.L,0
5.3369464355991045,3,SGRO.L,0
5.3369464355991045,3,SHEL.L,-1
5.3369464355991045,3,SMIN.L,0
5.3369464355991045,3,SMT.L,0
5.3369464355991045,3,SN.L,0
5.3369464355991045,3,SPX.L,0
5.3369464355991045,3,SSE.L,0
5.3369464355991045,3,STAN.L,-1
5.3369464355991045,3,STJ.L,0
5.3369464355991045,3,SVT.L,0
5.3369464355991045,3,TSCO.L,0
5.3369464355991045,3,ULVR.L,0
5.3369464355991045,3,UU.L,0
5.3369464355991045,3,VOD.L,0
5.3369464355991045,3,WEIR.L,0
5.3369464355991045,3,WTB.L,0
5.986782585237505,3,AAF.L,-1
5.986782585237505,3,AAL.L,0
5.986782585237505,3,ABDN.L,0
5.986782585237505,3,ABF.L,0
5.986782585237505,3,ADM.L,0
5.986782585237505,3,ALW.L,0
5.986782585237505,3,ANTO.L,0
5.986782585237505,3,AUTO.L,0
5.986782585237505,3,AV.L,0
5.986782585237505,3,AZN.L,0
5.986782585237505,3,BA.L,-1
5.986782585237505,3,BAB.L,-1
5.986782585237505,3,BARC.L,0
5.986782585237505,3,BATS.L,0
5.986782585237505,3,BBOX.L,0
5.986782585237505,3,BEZ.L,0
5.986782585237505,3,BGEO.L,-1
5.986782585237505,3,BKG.L,0
5.986782585237505,3,BLND.L,0
5.986782585237505,3,BNZL.L,0
5.986782585237505,3,BP.L,-1
5.986782585237505,3,BRBY.L,0
5.986782585237505,3,BT-A.L,0
5.986782585237505,3,BTRW.L,0
5.986782585237505,3,CCEP.L,0
5.986782585237505,3,CCH.L,0
5.986782585237505,3,CNA.L,-1
5.986782585237505,3,CPG.L,0
5.986782585237505,3,CRDA.L,0
5.986782585237505,3,CTEC.L,0
5.986782585237505,3,DCC.L,0
5.986782585237505,3,DGE.L,0
5.986782585237505,3,DPLM.L,0
5.986782585237505,3,EDV.L,0
5.986782585237505,3,ENT.L,0
5.986782585237505,3,EXPN.L,0
5.986782585237505,3,FCIT.L,0
5.986782585237505,3,FRES.L,-1
5.986782585237505,3,GAW.L,0
5.986782585237505,3,GLEN.L,-1
5.986782585237505,3,GSK.L,0
